Iso3_code,Country,Region,Subregion,Indicator,Year,VALUE
SRB,Serbia,Europe,Southern Europe,Persons brought into formal contact,2015,27
SRB,Serbia,Europe,Southern Europe,Detected trafficking victims,2016,31
SRB,Serbia,Europe,Southern Europe,Offences of trafficking in persons,2016,12
SRB,Serbia,Europe,Southern Europe,Persons brought into formal contact,2016,14
SRB,Serbia,Europe,Southern Europe,Detected trafficking victims,2017,21
SRB,Serbia,Europe,Southern Europe,Offences of trafficking in persons,2017,12
SRB,Serbia,Europe,Southern Europe,Persons brought into formal contact,2017,24
SRB,Serbia,Europe,Southern Europe,Persons convicted,2017,13
SRB,Serbia,Europe,Southern Europe,Persons prosecuted,2017,2
SRB,Serbia,Europe,Southern Europe,Detected trafficking victims,2018,32
SRB,Serbia,Europe,Southern Europe,Offences of trafficking in persons,2018,27
SRB,Serbia,Europe,Southern Europe,Persons brought into formal contact,2018,50
SRB,Serbia,Europe,Southern Europe,Persons convicted,2018,14
SRB,Serbia,Europe,Southern Europe,Persons prosecuted,2018,20
SRB,Serbia,Europe,Southern Europe,Detected trafficking victims,2019,33
SRB,Serbia,Europe,Southern Europe,Offences of trafficking in persons,2019,21
SRB,Serbia,Europe,Southern Europe,Persons brought into formal contact,2019,42
SRB,Serbia,Europe,Southern Europe,Detected trafficking victims,2020,38
SRB,Serbia,Europe,Southern Europe,Offences of trafficking in persons,2020,23
SRB,Serbia,Europe,Southern Europe,Persons brought into formal contact,2020,50
SUR,Suriname,Americas,Latin America and the Caribbean,Detected trafficking victims,2009,20
SUR,Suriname,Americas,Latin America and the Caribbean,Detected trafficking victims,2010,2
SUR,Suriname,Americas,Latin America and the Caribbean,Persons brought into formal contact,2010,2
SUR,Suriname,Americas,Latin America and the Caribbean,Detected trafficking victims,2011,2
SUR,Suriname,Americas,Latin America and the Caribbean,Persons brought into formal contact,2011,8
SUR,Suriname,Americas,Latin America and the Caribbean,Detected trafficking victims,2012,5
SUR,Suriname,Americas,Latin America and the Caribbean,Persons brought into formal contact,2012,19
SUR,Suriname,Americas,Latin America and the Caribbean,Detected trafficking victims,2013,9
SUR,Suriname,Americas,Latin America and the Caribbean,Persons brought into formal contact,2013,20
SUR,Suriname,Americas,Latin America and the Caribbean,Detected trafficking victims,2018,2
SUR,Suriname,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2018,2
SUR,Suriname,Americas,Latin America and the Caribbean,Persons brought into formal contact,2018,2
SUR,Suriname,Americas,Latin America and the Caribbean,Detected trafficking victims,2019,2
SUR,Suriname,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2019,2
SUR,Suriname,Americas,Latin America and the Caribbean,Persons brought into formal contact,2019,2
SUR,Suriname,Americas,Latin America and the Caribbean,Detected trafficking victims,2020,2
SUR,Suriname,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2020,2
SUR,Suriname,Americas,Latin America and the Caribbean,Persons brought into formal contact,2020,2
SUR,Suriname,Americas,Latin America and the Caribbean,Detected trafficking victims,2021,12
SUR,Suriname,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2021,6
SUR,Suriname,Americas,Latin America and the Caribbean,Persons brought into formal contact,2021,9
SVK,Slovakia,Europe,Eastern Europe,Persons convicted,2003,7
SVK,Slovakia,Europe,Eastern Europe,Persons convicted,2004,6
SVK,Slovakia,Europe,Eastern Europe,Persons prosecuted,2004,21
SVK,Slovakia,Europe,Eastern Europe,Persons convicted,2005,6
SVK,Slovakia,Europe,Eastern Europe,Persons prosecuted,2005,11
SVK,Slovakia,Europe,Eastern Europe,Persons convicted,2006,16
SVK,Slovakia,Europe,Eastern Europe,Persons prosecuted,2006,11
SVK,Slovakia,Europe,Eastern Europe,Persons convicted,2007,6
SVK,Slovakia,Europe,Eastern Europe,Persons prosecuted,2007,16
SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,2008,17
SVK,Slovakia,Europe,Eastern Europe,Persons convicted,2008,10
SVK,Slovakia,Europe,Eastern Europe,Persons prosecuted,2008,12
SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,2009,25
SVK,Slovakia,Europe,Eastern Europe,Persons convicted,2009,10
SVK,Slovakia,Europe,Eastern Europe,Persons prosecuted,2009,6
SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,2010,28
SVK,Slovakia,Europe,Eastern Europe,Offences of trafficking in persons,2010,9
SVK,Slovakia,Europe,Eastern Europe,Persons convicted,2010,6
SVK,Slovakia,Europe,Eastern Europe,Persons prosecuted,2010,5
SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,2011,31
SVK,Slovakia,Europe,Eastern Europe,Offences of trafficking in persons,2011,19
SVK,Slovakia,Europe,Eastern Europe,Persons convicted,2011,8
SVK,Slovakia,Europe,Eastern Europe,Persons prosecuted,2011,14
SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,2012,23
SVK,Slovakia,Europe,Eastern Europe,Offences of trafficking in persons,2012,23
SVK,Slovakia,Europe,Eastern Europe,Persons brought into formal contact,2012,70
SVK,Slovakia,Europe,Eastern Europe,Persons convicted,2012,12
SVK,Slovakia,Europe,Eastern Europe,Persons prosecuted,2012,16
SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,2013,30
SVK,Slovakia,Europe,Eastern Europe,Offences of trafficking in persons,2013,12
SVK,Slovakia,Europe,Eastern Europe,Persons brought into formal contact,2013,17
SVK,Slovakia,Europe,Eastern Europe,Persons convicted,2013,2
SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,2014,34
SVK,Slovakia,Europe,Eastern Europe,Offences of trafficking in persons,2014,15
SVK,Slovakia,Europe,Eastern Europe,Persons brought into formal contact,2014,40
SVK,Slovakia,Europe,Eastern Europe,Persons convicted,2014,23
SVK,Slovakia,Europe,Eastern Europe,Persons prosecuted,2014,29
SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,2015,25
SVK,Slovakia,Europe,Eastern Europe,Offences of trafficking in persons,2015,18
SVK,Slovakia,Europe,Eastern Europe,Persons brought into formal contact,2015,34
SVK,Slovakia,Europe,Eastern Europe,Persons convicted,2015,28
SVK,Slovakia,Europe,Eastern Europe,Persons prosecuted,2015,20
SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,2016,45
SVK,Slovakia,Europe,Eastern Europe,Offences of trafficking in persons,2016,25
SVK,Slovakia,Europe,Eastern Europe,Persons brought into formal contact,2016,42
SVK,Slovakia,Europe,Eastern Europe,Persons convicted,2016,2
SVK,Slovakia,Europe,Eastern Europe,Persons prosecuted,2016,34
SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,2017,88
SVK,Slovakia,Europe,Eastern Europe,Offences of trafficking in persons,2017,37
SVK,Slovakia,Europe,Eastern Europe,Persons brought into formal contact,2017,121
SVK,Slovakia,Europe,Eastern Europe,Persons convicted,2017,15
SVK,Slovakia,Europe,Eastern Europe,Persons prosecuted,2017,72
SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,2018,56
SVK,Slovakia,Europe,Eastern Europe,Offences of trafficking in persons,2018,27
SVK,Slovakia,Europe,Eastern Europe,Persons brought into formal contact,2018,77
SVK,Slovakia,Europe,Eastern Europe,Persons convicted,2018,8
SVK,Slovakia,Europe,Eastern Europe,Persons prosecuted,2018,53
SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,2019,66
SVK,Slovakia,Europe,Eastern Europe,Offences of trafficking in persons,2019,20
SVK,Slovakia,Europe,Eastern Europe,Persons brought into formal contact,2019,49
SVK,Slovakia,Europe,Eastern Europe,Persons convicted,2019,11
SVK,Slovakia,Europe,Eastern Europe,Persons prosecuted,2019,51
SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,2020,62
SVK,Slovakia,Europe,Eastern Europe,Offences of trafficking in persons,2020,28
SVK,Slovakia,Europe,Eastern Europe,Persons brought into formal contact,2020,54
SVK,Slovakia,Europe,Eastern Europe,Persons convicted,2020,10
SVK,Slovakia,Europe,Eastern Europe,Persons prosecuted,2020,25
SVN,Slovenia,Europe,Southern Europe,Persons prosecuted,2004,2
SVN,Slovenia,Europe,Southern Europe,Persons prosecuted,2005,5
SVN,Slovenia,Europe,Southern Europe,Persons convicted,2006,7
SVN,Slovenia,Europe,Southern Europe,Persons prosecuted,2006,9
SVN,Slovenia,Europe,Southern Europe,Detected trafficking victims,2007,9
SVN,Slovenia,Europe,Southern Europe,Persons convicted,2007,2
SVN,Slovenia,Europe,Southern Europe,Persons prosecuted,2007,15
SVN,Slovenia,Europe,Southern Europe,Detected trafficking victims,2008,68
SVN,Slovenia,Europe,Southern Europe,Persons convicted,2008,2
SVN,Slovenia,Europe,Southern Europe,Persons prosecuted,2008,36
SVN,Slovenia,Europe,Southern Europe,Detected trafficking victims,2009,28
SVN,Slovenia,Europe,Southern Europe,Persons convicted,2009,8
SVN,Slovenia,Europe,Southern Europe,Persons prosecuted,2009,13
SVN,Slovenia,Europe,Southern Europe,Detected trafficking victims,2010,33
SVN,Slovenia,Europe,Southern Europe,Offences of trafficking in persons,2010,2
SVN,Slovenia,Europe,Southern Europe,Persons brought into formal contact,2010,5
SVN,Slovenia,Europe,Southern Europe,Persons convicted,2010,2
SVN,Slovenia,Europe,Southern Europe,Persons prosecuted,2010,5
SVN,Slovenia,Europe,Southern Europe,Detected trafficking victims,2011,18
SVN,Slovenia,Europe,Southern Europe,Offences of trafficking in persons,2011,2
SVN,Slovenia,Europe,Southern Europe,Persons brought into formal contact,2011,16
SVN,Slovenia,Europe,Southern Europe,Persons convicted,2011,6
SVN,Slovenia,Europe,Southern Europe,Persons prosecuted,2011,13
SVN,Slovenia,Europe,Southern Europe,Detected trafficking victims,2012,15
SVN,Slovenia,Europe,Southern Europe,Offences of trafficking in persons,2012,2
SVN,Slovenia,Europe,Southern Europe,Persons brought into formal contact,2012,14
SVN,Slovenia,Europe,Southern Europe,Persons convicted,2012,8
SVN,Slovenia,Europe,Southern Europe,Persons prosecuted,2012,19
SVN,Slovenia,Europe,Southern Europe,Detected trafficking victims,2013,37
SVN,Slovenia,Europe,Southern Europe,Offences of trafficking in persons,2013,38
SVN,Slovenia,Europe,Southern Europe,Persons brought into formal contact,2013,15
SVN,Slovenia,Europe,Southern Europe,Persons convicted,2013,2
SVN,Slovenia,Europe,Southern Europe,Persons prosecuted,2013,9
SVN,Slovenia,Europe,Southern Europe,Detected trafficking victims,2014,5
SVN,Slovenia,Europe,Southern Europe,Offences of trafficking in persons,2014,2
SVN,Slovenia,Europe,Southern Europe,Persons brought into formal contact,2014,8
SVN,Slovenia,Europe,Southern Europe,Persons convicted,2014,2
SVN,Slovenia,Europe,Southern Europe,Persons prosecuted,2014,9
SVN,Slovenia,Europe,Southern Europe,Detected trafficking victims,2015,47
SVN,Slovenia,Europe,Southern Europe,Offences of trafficking in persons,2015,38
SVN,Slovenia,Europe,Southern Europe,Persons brought into formal contact,2015,42
SVN,Slovenia,Europe,Southern Europe,Persons convicted,2015,5
SVN,Slovenia,Europe,Southern Europe,Persons prosecuted,2015,23
SVN,Slovenia,Europe,Southern Europe,Detected trafficking victims,2016,27
SVN,Slovenia,Europe,Southern Europe,Offences of trafficking in persons,2016,31
SVN,Slovenia,Europe,Southern Europe,Persons brought into formal contact,2016,15
SVN,Slovenia,Europe,Southern Europe,Persons convicted,2016,6
SVN,Slovenia,Europe,Southern Europe,Persons prosecuted,2016,21
SVN,Slovenia,Europe,Southern Europe,Detected trafficking victims,2017,66
SVN,Slovenia,Europe,Southern Europe,Offences of trafficking in persons,2017,67
SVN,Slovenia,Europe,Southern Europe,Persons brought into formal contact,2017,15
SVN,Slovenia,Europe,Southern Europe,Persons convicted,2017,10
SVN,Slovenia,Europe,Southern Europe,Persons prosecuted,2017,19
SVN,Slovenia,Europe,Southern Europe,Detected trafficking victims,2018,101
SVN,Slovenia,Europe,Southern Europe,Offences of trafficking in persons,2018,71
SVN,Slovenia,Europe,Southern Europe,Persons brought into formal contact,2018,33
SVN,Slovenia,Europe,Southern Europe,Persons convicted,2018,7
SVN,Slovenia,Europe,Southern Europe,Persons prosecuted,2018,7
SVN,Slovenia,Europe,Southern Europe,Detected trafficking victims,2019,7
SVN,Slovenia,Europe,Southern Europe,Offences of trafficking in persons,2019,13
SVN,Slovenia,Europe,Southern Europe,Persons brought into formal contact,2019,14
SVN,Slovenia,Europe,Southern Europe,Persons convicted,2019,2
SVN,Slovenia,Europe,Southern Europe,Persons prosecuted,2019,9
SVN,Slovenia,Europe,Southern Europe,Detected trafficking victims,2020,27
SVN,Slovenia,Europe,Southern Europe,Offences of trafficking in persons,2020,29
SVN,Slovenia,Europe,Southern Europe,Persons brought into formal contact,2020,2
SVN,Slovenia,Europe,Southern Europe,Persons convicted,2020,5
SVN,Slovenia,Europe,Southern Europe,Persons prosecuted,2020,6
SWE,Sweden,Europe,Northern Europe,Persons convicted,2003,2
SWE,Sweden,Europe,Northern Europe,Persons convicted,2004,2
SWE,Sweden,Europe,Northern Europe,Persons convicted,2005,7
SWE,Sweden,Europe,Northern Europe,Persons convicted,2006,11
SWE,Sweden,Europe,Northern Europe,Persons convicted,2007,2
SWE,Sweden,Europe,Northern Europe,Detected trafficking victims,2008,21
SWE,Sweden,Europe,Northern Europe,Persons convicted,2008,2
SWE,Sweden,Europe,Northern Europe,Persons prosecuted,2008,5
SWE,Sweden,Europe,Northern Europe,Detected trafficking victims,2009,44
SWE,Sweden,Europe,Northern Europe,Persons convicted,2009,2
SWE,Sweden,Europe,Northern Europe,Persons prosecuted,2009,5
SWE,Sweden,Europe,Northern Europe,Detected trafficking victims,2010,14
SWE,Sweden,Europe,Northern Europe,Offences of trafficking in persons,2010,7
SWE,Sweden,Europe,Northern Europe,Persons convicted,2010,6
SWE,Sweden,Europe,Northern Europe,Persons prosecuted,2010,17
SWE,Sweden,Europe,Northern Europe,Detected trafficking victims,2011,10
SWE,Sweden,Europe,Northern Europe,Offences of trafficking in persons,2011,6
SWE,Sweden,Europe,Northern Europe,Persons convicted,2011,2
SWE,Sweden,Europe,Northern Europe,Persons prosecuted,2011,9
SWE,Sweden,Europe,Northern Europe,Detected trafficking victims,2012,33
SWE,Sweden,Europe,Northern Europe,Offences of trafficking in persons,2012,7
SWE,Sweden,Europe,Northern Europe,Persons convicted,2012,5
SWE,Sweden,Europe,Northern Europe,Persons prosecuted,2012,15
SWE,Sweden,Europe,Northern Europe,Detected trafficking victims,2013,2
SWE,Sweden,Europe,Northern Europe,Offences of trafficking in persons,2013,84
SWE,Sweden,Europe,Northern Europe,Persons convicted,2013,2
SWE,Sweden,Europe,Northern Europe,Persons prosecuted,2013,2
SWE,Sweden,Europe,Northern Europe,Detected trafficking victims,2014,2
SWE,Sweden,Europe,Northern Europe,Offences of trafficking in persons,2014,93
SWE,Sweden,Europe,Northern Europe,Persons convicted,2014,2
SWE,Sweden,Europe,Northern Europe,Persons prosecuted,2014,2
SWE,Sweden,Europe,Northern Europe,Detected trafficking victims,2015,2
SWE,Sweden,Europe,Northern Europe,Offences of trafficking in persons,2015,180
SWE,Sweden,Europe,Northern Europe,Persons convicted,2015,2
SWE,Sweden,Europe,Northern Europe,Persons prosecuted,2015,2
SWE,Sweden,Europe,Northern Europe,Detected trafficking victims,2016,2
SWE,Sweden,Europe,Northern Europe,Offences of trafficking in persons,2016,197
SWE,Sweden,Europe,Northern Europe,Persons convicted,2016,6
SWE,Sweden,Europe,Northern Europe,Persons prosecuted,2016,7
SWE,Sweden,Europe,Northern Europe,Detected trafficking victims,2017,12
SWE,Sweden,Europe,Northern Europe,Offences of trafficking in persons,2017,214
SWE,Sweden,Europe,Northern Europe,Persons brought into formal contact,2017,56
SWE,Sweden,Europe,Northern Europe,Persons convicted,2017,2
SWE,Sweden,Europe,Northern Europe,Persons prosecuted,2017,2
SWE,Sweden,Europe,Northern Europe,Detected trafficking victims,2018,19
SWE,Sweden,Europe,Northern Europe,Offences of trafficking in persons,2018,215
SWE,Sweden,Europe,Northern Europe,Persons brought into formal contact,2018,84
SWE,Sweden,Europe,Northern Europe,Persons convicted,2018,2
SWE,Sweden,Europe,Northern Europe,Persons prosecuted,2018,2
SWE,Sweden,Europe,Northern Europe,Detected trafficking victims,2019,2
SWE,Sweden,Europe,Northern Europe,Detected trafficking victims,2020,7
SWE,Sweden,Europe,Northern Europe,Offences of trafficking in persons,2020,196
SWE,Sweden,Europe,Northern Europe,Persons brought into formal contact,2020,76
SWE,Sweden,Europe,Northern Europe,Persons convicted,2020,9
SWE,Sweden,Europe,Northern Europe,Persons prosecuted,2020,18
SWZ,Eswatini,Africa,Sub-Saharan Africa,Detected trafficking victims,2010,2
SWZ,Eswatini,Africa,Sub-Saharan Africa,Detected trafficking victims,2011,13
SWZ,Eswatini,Africa,Sub-Saharan Africa,Detected trafficking victims,2012,42
SWZ,Eswatini,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2012,2
SWZ,Eswatini,Africa,Sub-Saharan Africa,Persons brought into formal contact,2012,2
SWZ,Eswatini,Africa,Sub-Saharan Africa,Persons convicted,2012,2
SWZ,Eswatini,Africa,Sub-Saharan Africa,Persons prosecuted,2012,2
SWZ,Eswatini,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2013,2
SWZ,Eswatini,Africa,Sub-Saharan Africa,Persons brought into formal contact,2013,2
SWZ,Eswatini,Africa,Sub-Saharan Africa,Persons convicted,2013,2
SWZ,Eswatini,Africa,Sub-Saharan Africa,Persons prosecuted,2013,2
SWZ,Eswatini,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2014,2
SWZ,Eswatini,Africa,Sub-Saharan Africa,Persons brought into formal contact,2014,2
SWZ,Eswatini,Africa,Sub-Saharan Africa,Persons convicted,2014,2
SWZ,Eswatini,Africa,Sub-Saharan Africa,Persons prosecuted,2014,2
SWZ,Eswatini,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2015,2
SWZ,Eswatini,Africa,Sub-Saharan Africa,Persons brought into formal contact,2015,2
SWZ,Eswatini,Africa,Sub-Saharan Africa,Persons convicted,2015,2
SWZ,Eswatini,Africa,Sub-Saharan Africa,Persons prosecuted,2015,2
SWZ,Eswatini,Africa,Sub-Saharan Africa,Detected trafficking victims,2020,6
SYC,Seychelles,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2010,2
SYC,Seychelles,Africa,Sub-Saharan Africa,Persons brought into formal contact,2010,2
SYC,Seychelles,Africa,Sub-Saharan Africa,Persons convicted,2010,2
SYC,Seychelles,Africa,Sub-Saharan Africa,Persons prosecuted,2010,2
SYC,Seychelles,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2011,2
SYC,Seychelles,Africa,Sub-Saharan Africa,Persons brought into formal contact,2011,2
SYC,Seychelles,Africa,Sub-Saharan Africa,Persons convicted,2011,2
SYC,Seychelles,Africa,Sub-Saharan Africa,Persons prosecuted,2011,2
SYC,Seychelles,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2012,2
SYC,Seychelles,Africa,Sub-Saharan Africa,Persons brought into formal contact,2012,2
SYC,Seychelles,Africa,Sub-Saharan Africa,Persons convicted,2012,2
SYC,Seychelles,Africa,Sub-Saharan Africa,Persons prosecuted,2012,2
SYC,Seychelles,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2013,2
SYC,Seychelles,Africa,Sub-Saharan Africa,Persons brought into formal contact,2013,2
SYC,Seychelles,Africa,Sub-Saharan Africa,Persons convicted,2013,2
SYC,Seychelles,Africa,Sub-Saharan Africa,Persons prosecuted,2013,2
SYR,Syrian Arab Republic,Asia,Western Asia,Persons prosecuted,2010,51
SYR,Syrian Arab Republic,Asia,Western Asia,Persons brought into formal contact,2017,72
SYR,Syrian Arab Republic,Asia,Western Asia,Persons prosecuted,2017,145
SYR,Syrian Arab Republic,Asia,Western Asia,Offences of trafficking in persons,2018,2
SYR,Syrian Arab Republic,Asia,Western Asia,Persons brought into formal contact,2018,123
SYR,Syrian Arab Republic,Asia,Western Asia,Persons prosecuted,2018,86
SYR,Syrian Arab Republic,Asia,Western Asia,Persons brought into formal contact,2019,76
SYR,Syrian Arab Republic,Asia,Western Asia,Persons prosecuted,2019,84
SYR,Syrian Arab Republic,Asia,Western Asia,Offences of trafficking in persons,2020,2
SYR,Syrian Arab Republic,Asia,Western Asia,Persons brought into formal contact,2020,160
SYR,Syrian Arab Republic,Asia,Western Asia,Persons prosecuted,2020,214
SYR,Syrian Arab Republic,Asia,Western Asia,Offences of trafficking in persons,2021,2
SYR,Syrian Arab Republic,Asia,Western Asia,Persons brought into formal contact,2021,122
SYR,Syrian Arab Republic,Asia,Western Asia,Persons prosecuted,2021,48
TCD,Chad,Africa,Sub-Saharan Africa,Detected trafficking victims,2017,2
TGO,Togo,Africa,Sub-Saharan Africa,Detected trafficking victims,2007,315
TGO,Togo,Africa,Sub-Saharan Africa,Detected trafficking victims,2008,509
TGO,Togo,Africa,Sub-Saharan Africa,Persons convicted,2008,13
TGO,Togo,Africa,Sub-Saharan Africa,Detected trafficking victims,2009,418
TGO,Togo,Africa,Sub-Saharan Africa,Persons convicted,2009,31
TGO,Togo,Africa,Sub-Saharan Africa,Persons prosecuted,2009,46
TGO,Togo,Africa,Sub-Saharan Africa,Detected trafficking victims,2010,357
TGO,Togo,Africa,Sub-Saharan Africa,Persons convicted,2010,40
TGO,Togo,Africa,Sub-Saharan Africa,Persons prosecuted,2010,51
TGO,Togo,Africa,Sub-Saharan Africa,Detected trafficking victims,2011,278
TGO,Togo,Africa,Sub-Saharan Africa,Persons convicted,2011,66
TGO,Togo,Africa,Sub-Saharan Africa,Persons prosecuted,2011,71
TGO,Togo,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2012,106
TGO,Togo,Africa,Sub-Saharan Africa,Persons convicted,2012,69
TGO,Togo,Africa,Sub-Saharan Africa,Persons prosecuted,2012,80
TGO,Togo,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2013,81
TGO,Togo,Africa,Sub-Saharan Africa,Persons convicted,2013,40
TGO,Togo,Africa,Sub-Saharan Africa,Persons prosecuted,2013,62
TGO,Togo,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2014,108
TGO,Togo,Africa,Sub-Saharan Africa,Persons convicted,2014,58
TGO,Togo,Africa,Sub-Saharan Africa,Persons prosecuted,2014,80
TGO,Togo,Africa,Sub-Saharan Africa,Detected trafficking victims,2017,80
TGO,Togo,Africa,Sub-Saharan Africa,Persons convicted,2017,16
TGO,Togo,Africa,Sub-Saharan Africa,Persons convicted,2018,8
THA,Thailand,Asia,South-eastern Asia,Persons prosecuted,2008,76
THA,Thailand,Asia,South-eastern Asia,Detected trafficking victims,2009,145
THA,Thailand,Asia,South-eastern Asia,Persons prosecuted,2009,145
THA,Thailand,Asia,South-eastern Asia,Detected trafficking victims,2010,122
THA,Thailand,Asia,South-eastern Asia,Persons convicted,2010,50
THA,Thailand,Asia,South-eastern Asia,Persons prosecuted,2010,116
THA,Thailand,Asia,South-eastern Asia,Detected trafficking victims,2011,279
THA,Thailand,Asia,South-eastern Asia,Persons convicted,2011,12
THA,Thailand,Asia,South-eastern Asia,Persons prosecuted,2011,155
THA,Thailand,Asia,South-eastern Asia,Detected trafficking victims,2012,583
THA,Thailand,Asia,South-eastern Asia,Offences of trafficking in persons,2012,306
THA,Thailand,Asia,South-eastern Asia,Persons convicted,2012,49
THA,Thailand,Asia,South-eastern Asia,Persons prosecuted,2012,93
THA,Thailand,Asia,South-eastern Asia,Detected trafficking victims,2013,680
THA,Thailand,Asia,South-eastern Asia,Offences of trafficking in persons,2013,674
THA,Thailand,Asia,South-eastern Asia,Persons convicted,2013,225
THA,Thailand,Asia,South-eastern Asia,Persons prosecuted,2013,483
THA,Thailand,Asia,South-eastern Asia,Detected trafficking victims,2014,595
THA,Thailand,Asia,South-eastern Asia,Offences of trafficking in persons,2014,280
THA,Thailand,Asia,South-eastern Asia,Persons convicted,2014,318
THA,Thailand,Asia,South-eastern Asia,Persons prosecuted,2014,442
THA,Thailand,Asia,South-eastern Asia,Detected trafficking victims,2015,982
THA,Thailand,Asia,South-eastern Asia,Offences of trafficking in persons,2015,317
THA,Thailand,Asia,South-eastern Asia,Persons convicted,2015,307
THA,Thailand,Asia,South-eastern Asia,Persons prosecuted,2015,690
THA,Thailand,Asia,South-eastern Asia,Detected trafficking victims,2016,850
THA,Thailand,Asia,South-eastern Asia,Offences of trafficking in persons,2016,333
THA,Thailand,Asia,South-eastern Asia,Persons convicted,2016,211
THA,Thailand,Asia,South-eastern Asia,Persons prosecuted,2016,600
THA,Thailand,Asia,South-eastern Asia,Detected trafficking victims,2017,471
THA,Thailand,Asia,South-eastern Asia,Offences of trafficking in persons,2017,296
THA,Thailand,Asia,South-eastern Asia,Persons brought into formal contact,2017,455
THA,Thailand,Asia,South-eastern Asia,Persons convicted,2017,367
THA,Thailand,Asia,South-eastern Asia,Persons prosecuted,2017,433
THA,Thailand,Asia,South-eastern Asia,Detected trafficking victims,2018,417
THA,Thailand,Asia,South-eastern Asia,Offences of trafficking in persons,2018,310
THA,Thailand,Asia,South-eastern Asia,Persons brought into formal contact,2018,617
THA,Thailand,Asia,South-eastern Asia,Persons convicted,2018,151
THA,Thailand,Asia,South-eastern Asia,Persons prosecuted,2018,437
THA,Thailand,Asia,South-eastern Asia,Detected trafficking victims,2019,1540
THA,Thailand,Asia,South-eastern Asia,Offences of trafficking in persons,2019,294
THA,Thailand,Asia,South-eastern Asia,Persons brought into formal contact,2019,823
THA,Thailand,Asia,South-eastern Asia,Persons convicted,2019,319
THA,Thailand,Asia,South-eastern Asia,Persons prosecuted,2019,554
THA,Thailand,Asia,South-eastern Asia,Detected trafficking victims,2020,146
THA,Thailand,Asia,South-eastern Asia,Offences of trafficking in persons,2020,133
THA,Thailand,Asia,South-eastern Asia,Persons brought into formal contact,2020,226
THA,Thailand,Asia,South-eastern Asia,Persons convicted,2020,224
THA,Thailand,Asia,South-eastern Asia,Persons prosecuted,2020,293
THA,Thailand,Asia,South-eastern Asia,Detected trafficking victims,2021,134
THA,Thailand,Asia,South-eastern Asia,Offences of trafficking in persons,2021,189
THA,Thailand,Asia,South-eastern Asia,Persons brought into formal contact,2021,441
THA,Thailand,Asia,South-eastern Asia,Persons convicted,2021,68
THA,Thailand,Asia,South-eastern Asia,Persons prosecuted,2021,244
TJK,Tajikistan,Asia,Central Asia,Persons convicted,2003,2
TJK,Tajikistan,Asia,Central Asia,Persons prosecuted,2003,2
TJK,Tajikistan,Asia,Central Asia,Persons convicted,2004,11
TJK,Tajikistan,Asia,Central Asia,Persons prosecuted,2004,16
TJK,Tajikistan,Asia,Central Asia,Persons convicted,2005,48
TJK,Tajikistan,Asia,Central Asia,Persons prosecuted,2005,79
TJK,Tajikistan,Asia,Central Asia,Persons convicted,2006,47
TJK,Tajikistan,Asia,Central Asia,Persons prosecuted,2006,58
TJK,Tajikistan,Asia,Central Asia,Detected trafficking victims,2007,39
TJK,Tajikistan,Asia,Central Asia,Persons convicted,2007,31
TJK,Tajikistan,Asia,Central Asia,Persons prosecuted,2007,38
TJK,Tajikistan,Asia,Central Asia,Detected trafficking victims,2008,25
TJK,Tajikistan,Asia,Central Asia,Persons convicted,2008,14
TJK,Tajikistan,Asia,Central Asia,Persons prosecuted,2008,28
TJK,Tajikistan,Asia,Central Asia,Detected trafficking victims,2009,19
TJK,Tajikistan,Asia,Central Asia,Persons convicted,2009,17
TJK,Tajikistan,Asia,Central Asia,Persons prosecuted,2009,25
TJK,Tajikistan,Asia,Central Asia,Detected trafficking victims,2010,52
TJK,Tajikistan,Asia,Central Asia,Persons convicted,2010,29
TJK,Tajikistan,Asia,Central Asia,Persons prosecuted,2010,73
TJK,Tajikistan,Asia,Central Asia,Persons convicted,2011,2
